sample,total_count,population,count,percentage
sample09566,108004,b_cell,5093,4.72
sample09566,108004,cd4_t_cell,37938,35.13
sample09566,108004,cd8_t_cell,24495,22.68
sample09566,108004,monocyte,20057,18.57
sample09566,108004,nk_cell,20421,18.91
sample09567,108000,b_cell,6582,6.09
sample09567,108000,cd4_t_cell,37701,34.91
sample09567,108000,cd8_t_cell,23008,21.3
sample09567,108000,monocyte,20009,18.53
sample09567,108000,nk_cell,20700,19.17
sample09568,105346,b_cell,10723,10.18
sample09568,105346,cd4_t_cell,26629,25.28
sample09568,105346,cd8_t_cell,25800,24.49
sample09568,105346,monocyte,21434,20.35
sample09568,105346,nk_cell,20760,19.71
sample09569,90128,b_cell,8047,8.93
sample09569,90128,cd4_t_cell,24473,27.15
sample09569,90128,cd8_t_cell,22543,25.01
sample09569,90128,monocyte,22702,25.19
sample09569,90128,nk_cell,12363,13.72
sample09570,95558,b_cell,7102,7.43
sample09570,95558,cd4_t_cell,30186,31.59
sample09570,95558,cd8_t_cell,24007,25.12
sample09570,95558,monocyte,26168,27.38
sample09570,95558,nk_cell,8095,8.47
sample09571,92896,b_cell,4070,4.38
sample09571,92896,cd4_t_cell,29870,32.15
sample09571,92896,cd8_t_cell,26067,28.06
sample09571,92896,monocyte,16296,17.54
sample09571,92896,nk_cell,16593,17.86
sample09572,103612,b_cell,5546,5.35
sample09572,103612,cd4_t_cell,27170,26.22
sample09572,103612,cd8_t_cell,29379,28.35
sample09572,103612,monocyte,23323,22.51
sample09572,103612,nk_cell,18194,17.56
sample09573,98810,b_cell,12073,12.22
sample09573,98810,cd4_t_cell,29658,30.02
sample09573,98810,cd8_t_cell,25615,25.92
sample09573,98810,monocyte,13930,14.1
sample09573,98810,nk_cell,17534,17.75
sample09574,105477,b_cell,12898,12.23
sample09574,105477,cd4_t_cell,28490,27.01
sample09574,105477,cd8_t_cell,26818,25.43
sample09574,105477,monocyte,19192,18.2
sample09574,105477,nk_cell,18079,17.14
sample09575,107198,b_cell,12720,11.87
sample09575,107198,cd4_t_cell,28709,26.78
sample09575,107198,cd8_t_cell,29930,27.92
sample09575,107198,monocyte,13673,12.75
sample09575,107198,nk_cell,22166,20.68
sample09576,102596,b_cell,5930,5.78
sample09576,102596,cd4_t_cell,36162,35.25
sample09576,102596,cd8_t_cell,22031,21.47
sample09576,102596,monocyte,29257,28.52
sample09576,102596,nk_cell,9216,8.98
sample09577,107211,b_cell,14506,13.53
sample09577,107211,cd4_t_cell,32976,30.76
sample09577,107211,cd8_t_cell,26728,24.93
sample09577,107211,monocyte,14064,13.12
sample09577,107211,nk_cell,18937,17.66
sample09578,96717,b_cell,9891,10.23
sample09578,96717,cd4_t_cell,29151,30.14
sample09578,96717,cd8_t_cell,25963,26.84
sample09578,96717,monocyte,17254,17.84
sample09578,96717,nk_cell,14458,14.95
sample09579,96921,b_cell,5569,5.75
sample09579,96921,cd4_t_cell,28330,29.23
sample09579,96921,cd8_t_cell,21626,22.31
sample09579,96921,monocyte,21306,21.98
sample09579,96921,nk_cell,20090,20.73
sample09580,106412,b_cell,14538,13.66
sample09580,106412,cd4_t_cell,26828,25.21
sample09580,106412,cd8_t_cell,26265,24.68
sample09580,106412,monocyte,23063,21.67
sample09580,106412,nk_cell,15718,14.77
sample09581,99145,b_cell,7308,7.37
sample09581,99145,cd4_t_cell,39454,39.79
sample09581,99145,cd8_t_cell,23752,23.96
sample09581,99145,monocyte,18105,18.26
sample09581,99145,nk_cell,10526,10.62
sample09582,103807,b_cell,7932,7.64
sample09582,103807,cd4_t_cell,27824,26.8
sample09582,103807,cd8_t_cell,29150,28.08
sample09582,103807,monocyte,19898,19.17
sample09582,103807,nk_cell,19003,18.31
sample09583,101131,b_cell,13026,12.88
sample09583,101131,cd4_t_cell,30790,30.45
sample09583,101131,cd8_t_cell,19550,19.33
sample09583,101131,monocyte,27746,27.44
sample09583,101131,nk_cell,10019,9.91
sample09584,101480,b_cell,10228,10.08
sample09584,101480,cd4_t_cell,31720,31.26
sample09584,101480,cd8_t_cell,24177,23.82
sample09584,101480,monocyte,26461,26.08
sample09584,101480,nk_cell,8894,8.76
sample09585,101605,b_cell,10203,10.04
sample09585,101605,cd4_t_cell,38445,37.84
sample09585,101605,cd8_t_cell,23815,23.44
sample09585,101605,monocyte,15011,14.77
sample09585,101605,nk_cell,14131,13.91
sample09586,104544,b_cell,14481,13.85
sample09586,104544,cd4_t_cell,41152,39.36
sample09586,104544,cd8_t_cell,22609,21.63
sample09586,104544,monocyte,16906,16.17
sample09586,104544,nk_cell,9396,8.99
sample09587,100968,b_cell,12127,12.01
sample09587,100968,cd4_t_cell,36310,35.96
sample09587,100968,cd8_t_cell,26999,26.74
sample09587,100968,monocyte,16679,16.52
sample09587,100968,nk_cell,8853,8.77
sample09588,94591,b_cell,12895,13.63
sample09588,94591,cd4_t_cell,23554,24.9
sample09588,94591,cd8_t_cell,23541,24.89
sample09588,94591,monocyte,23384,24.72
sample09588,94591,nk_cell,11217,11.86
sample09589,91534,b_cell,4295,4.69
sample09589,91534,cd4_t_cell,25943,28.34
sample09589,91534,cd8_t_cell,19521,21.33
sample09589,91534,monocyte,27173,29.69
sample09589,91534,nk_cell,14602,15.95
sample09590,98985,b_cell,11178,11.29
sample09590,98985,cd4_t_cell,31403,31.73
sample09590,98985,cd8_t_cell,20128,20.33
sample09590,98985,monocyte,21108,21.32
sample09590,98985,nk_cell,15168,15.32
sample09591,100056,b_cell,12826,12.82
sample09591,100056,cd4_t_cell,26672,26.66
sample09591,100056,cd8_t_cell,28117,28.1
sample09591,100056,monocyte,20294,20.28
sample09591,100056,nk_cell,12147,12.14
sample09592,105694,b_cell,14552,13.77
sample09592,105694,cd4_t_cell,26165,24.76
sample09592,105694,cd8_t_cell,30334,28.7
sample09592,105694,monocyte,19908,18.84
sample09592,105694,nk_cell,14735,13.94
sample09593,107572,b_cell,7549,7.02
sample09593,107572,cd4_t_cell,31410,29.2
sample09593,107572,cd8_t_cell,19152,17.8
sample09593,107572,monocyte,32650,30.35
sample09593,107572,nk_cell,16811,15.63
sample09594,108734,b_cell,10196,9.38
sample09594,108734,cd4_t_cell,38688,35.58
sample09594,108734,cd8_t_cell,22598,20.78
sample09594,108734,monocyte,19348,17.79
sample09594,108734,nk_cell,17904,16.47
sample09595,95770,b_cell,8775,9.16
sample09595,95770,cd4_t_cell,30286,31.62
sample09595,95770,cd8_t_cell,19274,20.13
sample09595,95770,monocyte,20391,21.29
sample09595,95770,nk_cell,17044,17.8
sample09596,109189,b_cell,12833,11.75
sample09596,109189,cd4_t_cell,43180,39.55
sample09596,109189,cd8_t_cell,17223,15.77
sample09596,109189,monocyte,22697,20.79
sample09596,109189,nk_cell,13256,12.14
sample09597,92646,b_cell,7748,8.36
sample09597,92646,cd4_t_cell,20798,22.45
sample09597,92646,cd8_t_cell,17565,18.96
sample09597,92646,monocyte,25242,27.25
sample09597,92646,nk_cell,21293,22.98
sample09598,110552,b_cell,12785,11.56
sample09598,110552,cd4_t_cell,32751,29.62
sample09598,110552,cd8_t_cell,27549,24.92
sample09598,110552,monocyte,21903,19.81
sample09598,110552,nk_cell,15564,14.08
sample09599,104265,b_cell,9963,9.56
sample09599,104265,cd4_t_cell,39495,37.88
sample09599,104265,cd8_t_cell,23463,22.5
sample09599,104265,monocyte,18678,17.91
sample09599,104265,nk_cell,12666,12.15
sample09600,89997,b_cell,6478,7.2
sample09600,89997,cd4_t_cell,22486,24.99
sample09600,89997,cd8_t_cell,19879,22.09
sample09600,89997,monocyte,29175,32.42
sample09600,89997,nk_cell,11979,13.31
sample09601,108353,b_cell,5609,5.18
sample09601,108353,cd4_t_cell,36613,33.79
sample09601,108353,cd8_t_cell,32569,30.06
sample09601,108353,monocyte,18948,17.49
sample09601,108353,nk_cell,14614,13.49
sample09602,94559,b_cell,8359,8.84
sample09602,94559,cd4_t_cell,24870,26.3
sample09602,94559,cd8_t_cell,21224,22.45
sample09602,94559,monocyte,22381,23.67
sample09602,94559,nk_cell,17725,18.74
sample09603,92476,b_cell,10252,11.09
sample09603,92476,cd4_t_cell,26662,28.83
sample09603,92476,cd8_t_cell,27003,29.2
sample09603,92476,monocyte,15749,17.03
sample09603,92476,nk_cell,12810,13.85
sample09604,95365,b_cell,6027,6.32
sample09604,95365,cd4_t_cell,33294,34.91
sample09604,95365,cd8_t_cell,22870,23.98
sample09604,95365,monocyte,18383,19.28
sample09604,95365,nk_cell,14791,15.51
sample09605,104700,b_cell,16213,15.49
sample09605,104700,cd4_t_cell,33768,32.25
sample09605,104700,cd8_t_cell,19558,18.68
sample09605,104700,monocyte,19965,19.07
sample09605,104700,nk_cell,15196,14.51
sample09606,93652,b_cell,20370,21.75
sample09606,93652,cd4_t_cell,23745,25.35
sample09606,93652,cd8_t_cell,14808,15.81
sample09606,93652,monocyte,16714,17.85
sample09606,93652,nk_cell,18015,19.24
sample09607,96647,b_cell,6672,6.9
sample09607,96647,cd4_t_cell,28683,29.68
sample09607,96647,cd8_t_cell,34806,36.01
sample09607,96647,monocyte,17707,18.32
sample09607,96647,nk_cell,8779,9.08
sample09608,108213,b_cell,10804,9.98
sample09608,108213,cd4_t_cell,34259,31.66
sample09608,108213,cd8_t_cell,32272,29.82
sample09608,108213,monocyte,21604,19.96
sample09608,108213,nk_cell,9274,8.57
sample09609,95628,b_cell,13180,13.78
sample09609,95628,cd4_t_cell,32360,33.84
sample09609,95628,cd8_t_cell,25417,26.58
sample09609,95628,monocyte,13714,14.34
sample09609,95628,nk_cell,10957,11.46
sample09610,105717,b_cell,9776,9.25
sample09610,105717,cd4_t_cell,30569,28.92
sample09610,105717,cd8_t_cell,35845,33.91
sample09610,105717,monocyte,18428,17.43
sample09610,105717,nk_cell,11099,10.5
sample09611,106481,b_cell,16520,15.51
sample09611,106481,cd4_t_cell,28646,26.9
sample09611,106481,cd8_t_cell,21274,19.98
sample09611,106481,monocyte,24295,22.82
sample09611,106481,nk_cell,15746,14.79
sample09612,111085,b_cell,7892,7.1
sample09612,111085,cd4_t_cell,42027,37.83
sample09612,111085,cd8_t_cell,26285,23.66
sample09612,111085,monocyte,19633,17.67
sample09612,111085,nk_cell,15248,13.73
sample09613,103557,b_cell,8752,8.45
sample09613,103557,cd4_t_cell,44085,42.57
sample09613,103557,cd8_t_cell,24975,24.12
sample09613,103557,monocyte,17287,16.69
sample09613,103557,nk_cell,8458,8.17
sample09614,92323,b_cell,4922,5.33
sample09614,92323,cd4_t_cell,29097,31.52
sample09614,92323,cd8_t_cell,20100,21.77
sample09614,92323,monocyte,16302,17.66
sample09614,92323,nk_cell,21902,23.72
sample09615,101628,b_cell,7765,7.64
sample09615,101628,cd4_t_cell,27721,27.28
sample09615,101628,cd8_t_cell,32342,31.82
sample09615,101628,monocyte,17223,16.95
sample09615,101628,nk_cell,16577,16.31
sample09616,99819,b_cell,10659,10.68
sample09616,99819,cd4_t_cell,34945,35.01
sample09616,99819,cd8_t_cell,22197,22.24
sample09616,99819,monocyte,17960,17.99
sample09616,99819,nk_cell,14058,14.08
sample09617,102767,b_cell,14206,13.82
sample09617,102767,cd4_t_cell,27927,27.18
sample09617,102767,cd8_t_cell,28469,27.7
sample09617,102767,monocyte,18937,18.43
sample09617,102767,nk_cell,13228,12.87
sample09618,104514,b_cell,4439,4.25
sample09618,104514,cd4_t_cell,29782,28.5
sample09618,104514,cd8_t_cell,38018,36.38
sample09618,104514,monocyte,20217,19.34
sample09618,104514,nk_cell,12058,11.54
sample09619,102691,b_cell,13041,12.7
sample09619,102691,cd4_t_cell,32581,31.73
sample09619,102691,cd8_t_cell,14449,14.07
sample09619,102691,monocyte,28131,27.39
sample09619,102691,nk_cell,14489,14.11
sample09620,111684,b_cell,7756,6.94
sample09620,111684,cd4_t_cell,28349,25.38
sample09620,111684,cd8_t_cell,37370,33.46
sample09620,111684,monocyte,23473,21.02
sample09620,111684,nk_cell,14736,13.19
sample09621,104425,b_cell,9355,8.96
sample09621,104425,cd4_t_cell,43199,41.37
sample09621,104425,cd8_t_cell,18525,17.74
sample09621,104425,monocyte,14101,13.5
sample09621,104425,nk_cell,19245,18.43
sample09622,103215,b_cell,13965,13.53
sample09622,103215,cd4_t_cell,30011,29.08
sample09622,103215,cd8_t_cell,24965,24.19
sample09622,103215,monocyte,19279,18.68
sample09622,103215,nk_cell,14995,14.53
sample09623,98473,b_cell,8199,8.33
sample09623,98473,cd4_t_cell,26488,26.9
sample09623,98473,cd8_t_cell,24300,24.68
sample09623,98473,monocyte,24690,25.07
sample09623,98473,nk_cell,14796,15.03
sample09624,96842,b_cell,5901,6.09
sample09624,96842,cd4_t_cell,29115,30.06
sample09624,96842,cd8_t_cell,25638,26.47
sample09624,96842,monocyte,19489,20.12
sample09624,96842,nk_cell,16699,17.24
sample09625,105903,b_cell,5834,5.51
sample09625,105903,cd4_t_cell,31374,29.63
sample09625,105903,cd8_t_cell,24642,23.27
sample09625,105903,monocyte,27604,26.07
sample09625,105903,nk_cell,16449,15.53
sample09626,95777,b_cell,9807,10.24
sample09626,95777,cd4_t_cell,27500,28.71
sample09626,95777,cd8_t_cell,23891,24.94
sample09626,95777,monocyte,22586,23.58
sample09626,95777,nk_cell,11993,12.52
sample09627,87984,b_cell,6893,7.83
sample09627,87984,cd4_t_cell,23370,26.56
sample09627,87984,cd8_t_cell,18606,21.15
sample09627,87984,monocyte,27781,31.58
sample09627,87984,nk_cell,11334,12.88
sample09628,97655,b_cell,11033,11.3
sample09628,97655,cd4_t_cell,29414,30.12
sample09628,97655,cd8_t_cell,20640,21.14
sample09628,97655,monocyte,21931,22.46
sample09628,97655,nk_cell,14637,14.99
sample09629,90723,b_cell,10394,11.46
sample09629,90723,cd4_t_cell,24586,27.1
sample09629,90723,cd8_t_cell,22521,24.82
sample09629,90723,monocyte,19712,21.73
sample09629,90723,nk_cell,13510,14.89
sample09630,95934,b_cell,7366,7.68
sample09630,95934,cd4_t_cell,31829,33.18
sample09630,95934,cd8_t_cell,21604,22.52
sample09630,95934,monocyte,17898,18.66
sample09630,95934,nk_cell,17237,17.97
sample09631,106751,b_cell,16986,15.91
sample09631,106751,cd4_t_cell,22188,20.78
sample09631,106751,cd8_t_cell,33402,31.29
sample09631,106751,monocyte,24302,22.77
sample09631,106751,nk_cell,9873,9.25
sample09632,105486,b_cell,6899,6.54
sample09632,105486,cd4_t_cell,28652,27.16
sample09632,105486,cd8_t_cell,24970,23.67
sample09632,105486,monocyte,29532,28.0
sample09632,105486,nk_cell,15433,14.63
sample09633,106007,b_cell,6484,6.12
sample09633,106007,cd4_t_cell,33316,31.43
sample09633,106007,cd8_t_cell,25311,23.88
sample09633,106007,monocyte,32688,30.84
sample09633,106007,nk_cell,8208,7.74
sample09634,109781,b_cell,6919,6.3
sample09634,109781,cd4_t_cell,36708,33.44
sample09634,109781,cd8_t_cell,29617,26.98
sample09634,109781,monocyte,26224,23.89
sample09634,109781,nk_cell,10313,9.39
sample09635,99479,b_cell,6674,6.71
sample09635,99479,cd4_t_cell,33080,33.25
sample09635,99479,cd8_t_cell,24035,24.16
sample09635,99479,monocyte,19276,19.38
sample09635,99479,nk_cell,16414,16.5
sample09636,107131,b_cell,10856,10.13
sample09636,107131,cd4_t_cell,33336,31.12
sample09636,107131,cd8_t_cell,28860,26.94
sample09636,107131,monocyte,18673,17.43
sample09636,107131,nk_cell,15406,14.38
sample09637,104881,b_cell,13462,12.84
sample09637,104881,cd4_t_cell,26651,25.41
sample09637,104881,cd8_t_cell,33334,31.78
sample09637,104881,monocyte,16670,15.89
sample09637,104881,nk_cell,14764,14.08
sample09638,98660,b_cell,13853,14.04
sample09638,98660,cd4_t_cell,26865,27.23
sample09638,98660,cd8_t_cell,26191,26.55
sample09638,98660,monocyte,18891,19.15
sample09638,98660,nk_cell,12860,13.03
sample09639,110063,b_cell,4733,4.3
sample09639,110063,cd4_t_cell,34476,31.32
sample09639,110063,cd8_t_cell,18817,17.1
sample09639,110063,monocyte,20150,18.31
sample09639,110063,nk_cell,31887,28.97
sample09640,108407,b_cell,9091,8.39
sample09640,108407,cd4_t_cell,37714,34.79
sample09640,108407,cd8_t_cell,20557,18.96
sample09640,108407,monocyte,31228,28.81
sample09640,108407,nk_cell,9817,9.06
sample09641,104920,b_cell,5048,4.81
sample09641,104920,cd4_t_cell,41444,39.5
sample09641,104920,cd8_t_cell,33303,31.74
sample09641,104920,monocyte,10346,9.86
sample09641,104920,nk_cell,14779,14.09
sample09642,91121,b_cell,9274,10.18
sample09642,91121,cd4_t_cell,23085,25.33
sample09642,91121,cd8_t_cell,21590,23.69
sample09642,91121,monocyte,18926,20.77
sample09642,91121,nk_cell,18246,20.02
sample09643,102761,b_cell,12713,12.37
sample09643,102761,cd4_t_cell,35209,34.26
sample09643,102761,cd8_t_cell,22254,21.66
sample09643,102761,monocyte,19014,18.5
sample09643,102761,nk_cell,13571,13.21
sample09644,103514,b_cell,8460,8.17
sample09644,103514,cd4_t_cell,26672,25.77
sample09644,103514,cd8_t_cell,31466,30.4
sample09644,103514,monocyte,20511,19.81
sample09644,103514,nk_cell,16405,15.85
sample09645,96806,b_cell,10994,11.36
sample09645,96806,cd4_t_cell,31813,32.86
sample09645,96806,cd8_t_cell,20805,21.49
sample09645,96806,monocyte,20831,21.52
sample09645,96806,nk_cell,12363,12.77
sample09646,97977,b_cell,9387,9.58
sample09646,97977,cd4_t_cell,35242,35.97
sample09646,97977,cd8_t_cell,23518,24.0
sample09646,97977,monocyte,15252,15.57
sample09646,97977,nk_cell,14578,14.88
sample09647,109793,b_cell,11048,10.06
sample09647,109793,cd4_t_cell,32391,29.5
sample09647,109793,cd8_t_cell,31600,28.78
sample09647,109793,monocyte,20587,18.75
sample09647,109793,nk_cell,14167,12.9
sample09648,98454,b_cell,3702,3.76
sample09648,98454,cd4_t_cell,31247,31.74
sample09648,98454,cd8_t_cell,31484,31.98
sample09648,98454,monocyte,18617,18.91
sample09648,98454,nk_cell,13404,13.61
sample09649,93507,b_cell,4787,5.12
sample09649,93507,cd4_t_cell,32115,34.35
sample09649,93507,cd8_t_cell,25921,27.72
sample09649,93507,monocyte,19637,21.0
sample09649,93507,nk_cell,11047,11.81
sample09650,94743,b_cell,7738,8.17
sample09650,94743,cd4_t_cell,29314,30.94
sample09650,94743,cd8_t_cell,21930,23.15
sample09650,94743,monocyte,19280,20.35
sample09650,94743,nk_cell,16481,17.4
sample09651,98620,b_cell,11360,11.52
sample09651,98620,cd4_t_cell,30337,30.76
sample09651,98620,cd8_t_cell,19287,19.56
sample09651,98620,monocyte,20254,20.54
sample09651,98620,nk_cell,17382,17.63
sample09652,104961,b_cell,9594,9.14
sample09652,104961,cd4_t_cell,33521,31.94
sample09652,104961,cd8_t_cell,26907,25.64
sample09652,104961,monocyte,19372,18.46
sample09652,104961,nk_cell,15567,14.83
sample09653,103343,b_cell,6857,6.64
sample09653,103343,cd4_t_cell,35960,34.8
sample09653,103343,cd8_t_cell,22644,21.91
sample09653,103343,monocyte,23588,22.82
sample09653,103343,nk_cell,14294,13.83
sample09654,104102,b_cell,12100,11.62
sample09654,104102,cd4_t_cell,30496,29.29
sample09654,104102,cd8_t_cell,29330,28.17
sample09654,104102,monocyte,12095,11.62
sample09654,104102,nk_cell,20081,19.29
sample09655,104255,b_cell,9087,8.72
sample09655,104255,cd4_t_cell,27690,26.56
sample09655,104255,cd8_t_cell,25271,24.24
sample09655,104255,monocyte,22477,21.56
sample09655,104255,nk_cell,19730,18.92
sample09656,106764,b_cell,9136,8.56
sample09656,106764,cd4_t_cell,37365,35.0
sample09656,106764,cd8_t_cell,19239,18.02
sample09656,106764,monocyte,24676,23.11
sample09656,106764,nk_cell,16348,15.31
sample09657,98768,b_cell,8527,8.63
sample09657,98768,cd4_t_cell,35917,36.37
sample09657,98768,cd8_t_cell,16525,16.73
sample09657,98768,monocyte,26497,26.83
sample09657,98768,nk_cell,11302,11.44
sample09658,105886,b_cell,7237,6.83
sample09658,105886,cd4_t_cell,31769,30.0
sample09658,105886,cd8_t_cell,31469,29.72
sample09658,105886,monocyte,19714,18.62
sample09658,105886,nk_cell,15697,14.82
sample09659,104502,b_cell,10198,9.76
sample09659,104502,cd4_t_cell,36171,34.61
sample09659,104502,cd8_t_cell,24132,23.09
sample09659,104502,monocyte,12278,11.75
sample09659,104502,nk_cell,21723,20.79
sample09660,91621,b_cell,7844,8.56
sample09660,91621,cd4_t_cell,32304,35.26
sample09660,91621,cd8_t_cell,25540,27.88
sample09660,91621,monocyte,13891,15.16
sample09660,91621,nk_cell,12042,13.14
sample09661,91450,b_cell,7482,8.18
sample09661,91450,cd4_t_cell,27651,30.24
sample09661,91450,cd8_t_cell,24051,26.3
sample09661,91450,monocyte,15840,17.32
sample09661,91450,nk_cell,16426,17.96
sample09662,109580,b_cell,10657,9.73
sample09662,109580,cd4_t_cell,36684,33.48
sample09662,109580,cd8_t_cell,23797,21.72
sample09662,109580,monocyte,24671,22.51
sample09662,109580,nk_cell,13771,12.57
sample09663,94963,b_cell,9617,10.13
sample09663,94963,cd4_t_cell,29014,30.55
sample09663,94963,cd8_t_cell,21068,22.19
sample09663,94963,monocyte,19782,20.83
sample09663,94963,nk_cell,15482,16.3
sample09664,89732,b_cell,6688,7.45
sample09664,89732,cd4_t_cell,35116,39.13
sample09664,89732,cd8_t_cell,25526,28.45
sample09664,89732,monocyte,12023,13.4
sample09664,89732,nk_cell,10379,11.57
sample09665,89183,b_cell,15812,17.73
sample09665,89183,cd4_t_cell,28287,31.72
sample09665,89183,cd8_t_cell,21241,23.82
sample09665,89183,monocyte,16798,18.84
sample09665,89183,nk_cell,7045,7.9
sample09666,97899,b_cell,4577,4.68
sample09666,97899,cd4_t_cell,32174,32.86
sample09666,97899,cd8_t_cell,24288,24.81
